meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,meanMFCC_14,stdMFCC_14,meanMFCC_15,stdMFCC_15,meanMFCC_16,stdMFCC_16,meanMFCC_17,stdMFCC_17,meanMFCC_18,stdMFCC_18,meanMFCC_19,stdMFCC_19,genre
-0.16286502459535934,-0.21085662332865807,0.3679225470124896,-0.07248719299535655,-0.41755618190896815,-0.7815103227728579,0.7802663056524071,-0.25326753840198757,0.6164509345102336,0.04268912150367221,-0.2722261392771087,-0.30042271749621374,0.3933880935547708,-0.43452855910600496,-0.4647448128828304,-0.0092615726783698,0.47943839388173953,-0.3661765437895179,-0.011801825902388402,0.257174941307474,0.6305946225619948,-0.29097609652074374,-0.32546694665443804,-0.16224745315347855,0.6014690103796381,-0.19380795851985044,-0.2238284871870123,-0.3589130433614902,0.4029197669828416,-0.6247907108641261,-0.2260666808996119,-0.47262444407007953,0.40423455782465545,-0.30693114415247513,-0.08582578889634909,-0.41692655098103115,0.15163405323424667,-0.23483316195502257,0.023174952556209716,-0.3074425849904785,-0.023599418003581882,-0.17948871292917357,0.16725097054053356,-0.23799674217288413,0.29104529599600065,-0.2083283244515497,0.2652400915518242,-0.4544546647429558,pop
-0.051824341817467534,-0.05763970731872292,0.4029724837421904,-0.03021967901913536,-0.5287135680717334,-0.8298339469810743,0.7040173594673793,-0.2792758889538627,0.5460611779441198,-0.03638199378512219,-0.30977667010041454,-0.4212238687261931,0.401118980138916,-0.38307961047066275,-0.3386790366793052,-0.16901951329549791,0.32217794314867787,-0.6177510568176476,-0.1105022959147161,-0.009436604599222242,0.4741506768032912,-0.11481088360282521,-0.23340164035743693,-0.40556170234019717,0.5324249159166541,-0.4420284516247077,-0.14803157095012412,-0.43049287735086117,0.37876266403469583,-0.7663381071187789,-0.03698321447193911,-0.530273945677129,0.5028590238238492,-0.4951005370185442,-0.00788625926817546,-0.6553929643497293,0.29176655612962843,-0.6628424632743182,-0.15826394543177286,-0.7112394125536065,0.05531482191898529,-0.6236817116900263,-0.2627552529665705,-0.3907053049767466,0.005501019461799053,-0.4752097097262409,-0.10520023555479065,-0.5680341731058377,pop
0.10794282806459976,-0.01828834779925881,0.606986107568795,0.006526487973889772,-0.5626311889861819,-0.81757441701686,0.8209175229658014,-0.2617525372695326,0.7440241699001804,-0.13818976770364133,-0.39342795818980136,-0.4389251002454525,0.5116632865563686,-0.40663960548942657,-0.38537725544677515,-0.3874651015618862,0.35381382342004336,-0.6301653876137495,-0.07824496953224949,-0.302572815655036,0.5928869107015874,-0.41398442707085614,-0.18036773550637594,-0.5521002838350451,0.2308757843483583,-0.5160129082801612,-0.1083542300369727,-0.2977950099642246,0.08925541507881629,-0.6077418310785969,-0.09924011703075757,-0.5620287364600569,0.2316485653285043,-0.45099989238278826,-0.344218154169152,-0.6936660565923349,-0.05981432829358421,-0.5347455248493461,-0.24074394132244,-0.6237056104049712,0.248171427643482,-0.5793376883760836,-0.08701688562729225,-0.5401155477369541,0.3426614152446774,-0.4561789852391609,0.2024771718777449,-0.5035081821716979,pop
-0.1642041548748805,-0.213711392921634,0.3685901213991367,-0.07732904106048188,-0.41957618084024206,-0.7764294593699443,0.7800291490590938,-0.25336862243287905,0.6172210538787357,0.03848150798111427,-0.2738150098469403,-0.29572434581637297,0.39216460215440385,-0.4413563548949758,-0.4651571614403205,-0.00984791978074262,0.4764173082089717,-0.3602409117766163,-0.01249640036298208,0.27454575768764355,0.6292542683459718,-0.2938825451483087,-0.3227560528773223,-0.1535211609384448,0.6016670440860072,-0.17676572346677033,-0.2241311073180341,-0.3674795544534015,0.40437255593194893,-0.6251650661238505,-0.22306846571606992,-0.4695614302576381,0.401242805592462,-0.2897927225214776,-0.08993471721633155,-0.41579178486061763,0.15273237437130346,-0.22722704947389794,0.024105303218652813,-0.30018627548003884,-0.018703971316320678,-0.17056945606071183,0.16196084513564007,-0.223986426405129,0.28417817225849024,-0.20845582385124484,0.26191709899852056,-0.4519014330414942,pop
0.04123628507405419,-0.03464464659082078,0.5345690820121147,0.01842466351357719,-0.52122911056833,-0.8620281291098231,0.7629203050167757,-0.2824509837803788,0.6550330685871693,-0.004773642781143561,-0.4358634374582365,-0.40891667437483603,0.4883365008072351,-0.41894373755012826,-0.19802622174066103,-0.08228989529236386,0.2847848544792163,-0.4909746189493963,-0.13324194133835077,-0.015391268517475742,0.41970119039032733,-0.12704545779827603,-0.30437007599845944,-0.058168127940698255,0.5074431710981899,-0.11558210205198494,-0.2941820221821625,-0.4167663975919258,0.08298138965287455,-0.48232259180430304,-0.22788338105239223,-0.2439696249369041,0.23800373262612362,-0.5271656294200349,-0.40691010828718766,-0.634337121995578,-0.045143667950964916,-0.6217626065377645,-0.26471426514476765,-0.6626603449301123,-0.0774848902739925,-0.6043060537650415,-0.30755744305661104,-0.6011483057468676,-0.17302341866123372,-0.5816396398633379,0.01842981103731061,-0.5670627854339231,pop
-0.6366255107294092,-0.4540565006350381,-0.19232170464355902,-0.14650304009251147,-0.5256700147309461,-0.915026336910258,0.32979615629470693,0.02282980464993023,0.0008251278948236962,0.14150231355932452,-0.018717270229747562,-0.448445884232312,0.5575570949251489,-0.4925763922084456,-0.07454498056235259,-0.3648082837246964,0.4505013576725554,-0.8282128813843657,0.18389177710605298,-0.3819194777290431,0.38821739338450667,-0.670074028808556,0.01741645499819111,-0.7714485415317862,0.6378962518573335,-0.8482911898020546,-0.10907455680860495,-0.6860092946014131,0.21001949300679404,-0.7186886659376522,-0.1201394813644496,-0.6935750570087169,0.10959171657209368,-0.6351483820104604,-0.3865145569044621,-0.7056525753917268,0.14689781319351908,-0.7108288685549671,-0.2880654179945112,-0.7476821339064079,-0.12454267754182818,-0.7632699752185572,-0.5321922971707337,-0.7145772539033322,-0.31117326321607874,-0.584906347933267,0.011611787643913045,-0.6304438700429917,pop
0.04692610083948612,0.22277427632618307,0.6523200217385732,0.1712715115864889,-0.5189557982819113,-0.7700023230949604,0.8079090385040706,-0.13725573617633002,0.7351931857130161,0.03266146868372788,-0.6291877899473423,-0.38429299116040583,0.3576771857652425,-0.26185335382502894,-0.301047720715053,0.23804940797515206,0.5247709961719396,-0.19230670587564136,0.07688827014090582,0.2874860105093595,0.9819058636948853,0.024165939516232804,-0.07709156299311848,0.05005955679404117,0.7656097753970819,-0.2141248514839671,0.38477200567605074,-0.29326761806855894,0.28175259252239176,-0.5172995099409488,-0.08206829095947334,-0.3713780140295575,0.289026406660887,-0.2724643568348637,-0.05735982755315361,-0.6274143743084547,0.6393055782537388,-0.3529746999856549,0.537014946283615,-0.2635716777403043,0.8395586885514215,-0.04854979124947856,0.4101630076005963,-0.15972390089588528,0.10850857929688666,-0.2376738378129417,-0.05192980998103767,-0.2932626350986751,pop
-0.5815009567341884,-0.7531710004162767,-0.35514275891533176,-0.45346282337388377,-0.31226095129035736,-0.8744599971409548,0.025747412327666863,-0.02702807785551009,-0.29909405188573435,-0.06541626316364613,0.23886286555030767,-0.4207366431974662,0.24730536595425792,-0.585972414597848,-0.4114155001885375,-0.3638092250278073,0.2471078097015986,-0.5563813224828906,-0.17686393965315073,-0.269632192826998,0.0728121116734961,-0.40718167211058853,-0.24222679209641917,-0.2643034964308062,0.27988694744744735,-0.4302856618050064,-0.1335256934766218,-0.46606123092596863,0.2772691129248142,-0.6392291282028285,-0.04099360903237906,-0.4394807406946708,0.16888288098675344,-0.44526250827743574,-0.3448684550709121,-0.6183432564171297,-0.2872961350863212,-0.4764932661316912,-0.393228009346998,-0.5040255059377492,-0.0665601686833244,-0.4352377032032684,-0.3677171698201024,-0.2079990911152112,0.08391048056014562,-0.38475492707299863,0.35888730463117835,-0.5250285437145112,pop
0.6369230952359699,0.608097798177615,0.9267118751281043,0.39266379825901265,-0.5340586575088042,-0.8206688887715792,0.9192932310149704,-0.3251078334784008,0.9094009571483583,-0.019345439108901852,-0.5352815807301172,-0.19473397091696776,0.5148353415309282,-0.21122968490690175,-0.3993916061192416,0.2502357890115434,0.6034328327986147,-0.22746720253349006,-0.22347590783349242,0.13021165134459012,0.3273037823980038,-0.14766357880237324,-0.3448387693102401,0.006474679247426396,0.3590021054468102,0.17671494249760977,-0.37419328010922603,-0.27175433758187717,0.24887370900835917,-0.5613345966751793,-0.1235570704157586,-0.36160132865501327,0.44598748323370824,-0.33364400647682113,-0.20662820643614135,-0.691398889983043,0.16287437782116831,-0.5169057588368414,-0.10055396307277475,-0.6415523460033806,0.07134709875904,-0.5897393412236297,-0.14052328972533912,-0.4093305950657067,-0.0698966351472992,-0.4107230563197126,0.08768162931358561,-0.4571373192090571,pop
-0.004764327950029568,0.025918006168248908,0.5574712257515113,0.022409730711684173,-0.32715269934460656,-0.7803129652732188,0.8450569376026253,-0.2959271559823162,0.7530159482412078,-0.1341758204858926,-0.37287375363042263,-0.3561350643503516,0.6123800990118052,-0.38920675800612614,-0.20145875756868398,-0.22232898685894065,0.5664029166316034,-0.6033790080823536,-0.13197867363744895,-0.10391176663437496,0.4290267798539715,-0.5192436674145433,-0.285861014461897,-0.3666746080256782,0.4147231315961192,-0.377299370773001,-0.2651779905352753,-0.5803795773205427,0.18041395464717397,-0.6462491270149355,-0.32999136790072986,-0.7351218344909229,-0.10202493415006397,-0.4076063445105782,-0.42639744558075177,-0.7173079380990341,-0.4611104456827969,-0.5608945903345502,-0.26852197976893977,-0.6245791244799761,-0.10211780816458374,-0.5940491808170212,0.2200814721868945,-0.549046049963257,0.11140148047833259,-0.5792774592730772,0.03710661476623142,-0.7079919155028117,pop
